Date,Corn_open,Corn_close,Corn_volume,Tmin,Tmax,Awnd,Prcp,Tmin_avg,Tmax_avg,Awnd_avg,Prcp_avg,Tmin_dev,Tmax_dev,Awnd_dev,Prcp_dev,Combined_dev
2000-08-02,179.75,180.5,15230,6.1,14.15,1.6,0.0,8.102857142857143,14.371428571428572,1.7328571428571429,1.882857142857143,-2.0028571428571436,-0.2214285714285715,-0.1328571428571427,-1.882857142857143,0.3857335212909882
2000-08-03,180.25,180.0,15137,8.35,14.15,2.25,0.0,8.37,14.59,1.747142857142857,2.387142857142857,-0.0199999999999995,-0.4399999999999995,0.5028571428571429,-2.387142857142857,0.3585980993306142
2000-08-04,179.5,178.75,12389,9.7,14.7,2.35,0.75,7.994285714285715,13.661428571428573,1.9628571428571429,1.5828571428571427,1.7057142857142846,1.0385714285714265,0.3871428571428572,-0.8328571428571427,0.411088736296233
2000-08-07,178.75,177.75,12616,9.15,15.85,1.8,11.2,8.594285714285714,14.294285714285715,1.9285714285714288,2.9299999999999997,0.555714285714286,1.5557142857142845,-0.1285714285714287,8.27,0.8568939181213534
2000-08-08,178.0,179.5,15584,7.5,14.15,0.85,0.0,8.444285714285714,14.127142857142855,2.0,0.4071428571428571,-0.944285714285714,0.0228571428571449,-1.15,-0.4071428571428571,0.429580604468656
2000-08-09,179.0,178.25,21466,6.95,15.0,0.65,0.0,8.19,14.255714285714284,1.747142857142857,0.92,-1.239999999999999,0.7442857142857164,-1.097142857142857,-0.92,0.5413860939312319
2000-08-10,178.0,177.25,17658,8.05,14.7,1.95,0.0,7.85,13.851428571428572,1.5814285714285714,1.49,0.200000000000001,0.848571428571427,0.3685714285714285,-1.49,0.3025258511686517
2000-08-11,177.0,174.75,18551,10.0,15.85,2.9,0.0,8.022857142857143,13.947142857142856,1.7542857142857142,2.09,1.9771428571428569,1.902857142857144,1.1457142857142857,-2.09,0.8080144923603421
2000-08-14,174.5,175.75,14873,10.55,16.4,2.55,0.0,7.3914285714285715,13.545714285714286,1.89,0.6542857142857142,3.1585714285714293,2.8542857142857123,0.6599999999999999,-0.6542857142857142,0.7524765210336654
2000-08-15,175.75,175.75,8128,6.4,12.8,2.3,0.0,7.557142857142857,13.72,1.9614285714285715,1.4057142857142857,-1.1571428571428566,-0.92,0.3385714285714283,-1.4057142857142857,0.3822901151536729
2000-08-16,175.5,178.5,20428,5.85,12.2,2.75,1.15,7.925714285714285,13.728571428571428,1.9342857142857144,1.65,-2.0757142857142856,-1.5285714285714285,0.8157142857142856,-0.5,0.5742398892683378
2000-08-17,178.5,178.5,18718,6.1,11.95,2.2,0.0,7.73,13.9,1.8842857142857143,0.9728571428571428,-1.6300000000000008,-1.950000000000001,0.3157142857142858,-0.9728571428571428,0.4699299507475282
2000-08-18,178.25,177.5,21695,4.7,11.95,1.5,0.0,7.688571428571429,13.795714285714284,2.045714285714286,1.3942857142857144,-2.9885714285714284,-1.8457142857142852,-0.5457142857142858,-1.3942857142857144,0.681738254332918
2000-08-21,177.25,176.25,15683,9.15,12.8,1.55,0.0,7.725714285714285,13.825714285714286,1.8485714285714288,1.6242857142857143,1.4242857142857153,-1.025714285714285,-0.2985714285714287,-1.6242857142857143,0.4219061786494699
2000-08-22,176.25,175.5,18264,8.35,12.8,1.05,0.65,8.221428571428572,14.164285714285716,2.2471428571428573,0.2385714285714285,0.1285714285714281,-1.3642857142857157,-1.1971428571428573,0.4114285714285715,0.4761464583022597
2000-08-23,175.0,175.25,20807,7.5,14.7,0.75,0.0,8.522857142857143,14.464285714285714,2.1557142857142857,1.3214285714285714,-1.0228571428571431,0.2357142857142857,-1.4057142857142857,-1.3214285714285714,0.5940302243183251
2000-08-24,175.25,176.0,20764,6.65,14.7,1.7,0.0,8.474285714285715,14.305714285714286,2.0942857142857143,1.3571428571428572,-1.8242857142857147,0.3942857142857132,-0.3942857142857143,-1.3571428571428572,0.4124500869825722
2000-08-25,175.75,176.5,21622,9.45,15.3,2.2,1.65,8.331428571428573,14.015714285714289,1.8985714285714288,1.1728571428571428,1.1185714285714266,1.284285714285712,0.3014285714285714,0.4771428571428571,0.3260097204781008
2000-08-28,180.25,179.5,20965,7.2,15.0,2.6,0.4,7.761428571428571,14.054285714285712,1.882857142857143,2.8614285714285717,-0.5614285714285705,0.9457142857142884,0.7171428571428571,-2.4614285714285717,0.5131148313274065
2000-08-29,181.0,184.25,39334,4.45,11.65,1.85,0.0,7.327142857142856,13.93,1.792857142857143,1.0857142857142856,-2.877142857142855,-2.2799999999999994,0.0571428571428571,-1.0857142857142856,0.5515799807345494
2000-08-30,183.25,181.5,117,8.05,18.6,3.4,0.0,7.0,13.84,2.03,0.3571428571428571,1.0500000000000007,4.760000000000002,1.37,-0.3571428571428571,0.8796709938981495
2000-08-31,180.75,182.0,32,7.2,13.9,2.6,0.0,7.244285714285715,13.451428571428572,2.0628571428571427,1.227142857142857,-0.0442857142857144,0.4485714285714284,0.5371428571428574,-1.227142857142857,0.2803455329312457
2000-09-01,182.75,183.25,45,7.2,10.0,1.95,0.0,7.658571428571429,13.411428571428573,2.142857142857143,1.1828571428571428,-0.4585714285714291,-3.411428571428573,-0.1928571428571428,-1.1828571428571428,0.4637451224360304
2000-09-05,184.0,183.5,2,5.85,13.05,3.3,0.0,7.174285714285714,13.414285714285716,2.2314285714285713,1.25,-1.3242857142857147,-0.3642857142857156,1.0685714285714285,-1.25,0.5363384291792441
2000-09-06,186.25,186.25,3,7.5,14.7,3.95,0.0,6.775714285714286,13.695714285714288,1.981428571428571,0.4614285714285714,0.7242857142857142,1.004285714285711,1.968571428571429,-0.4614285714285714,0.7129171944546343
2000-09-07,181.5,181.0,3,5.3,11.95,1.9,2.15,6.231428571428571,12.278571428571428,2.0085714285714285,1.032857142857143,-0.9314285714285716,-0.3285714285714292,-0.1085714285714285,1.117142857142857,0.2291047804550755
2000-09-08,181.5,181.75,3,3.6,14.45,2.55,0.0,5.634285714285714,12.36142857142857,2.044285714285714,1.3385714285714283,-2.0342857142857143,2.088571428571429,0.5057142857142858,-1.3385714285714283,0.598097306650498
2000-09-11,181.5,184.25,19,4.15,12.2,2.3,0.0,6.234285714285714,12.547142857142855,2.0842857142857145,1.2385714285714289,-2.0842857142857136,-0.3471428571428561,0.2157142857142853,-1.2385714285714289,0.3755171469216055
2000-09-12,189.75,186.0,19,2.2,12.8,1.9,0.0,6.081428571428571,12.76,1.875714285714286,0.7828571428571428,-3.881428571428571,0.0400000000000009,0.024285714285714,-0.7828571428571428,0.4299703911319879
2000-09-13,189.75,182.5,1,5.0,15.85,1.45,0.0,5.6571428571428575,12.347142857142856,2.0900000000000003,1.6357142857142857,-0.6571428571428575,3.5028571428571436,-0.6400000000000003,-1.6357142857142857,0.6448387923755479
2000-09-14,181.0,181.0,5,2.8,11.65,1.8,0.0,5.3671428571428565,11.887142857142855,2.0114285714285716,0.5057142857142857,-2.5671428571428567,-0.2371428571428548,-0.2114285714285715,-0.5057142857142857,0.3529967457907325
2000-09-18,188.0,184.0,6,9.7,14.15,2.25,0.0,5.5771428571428565,11.468571428571428,2.174285714285714,1.11,4.122857142857143,2.6814285714285724,0.075714285714286,-1.11,0.706375867142066
2000-09-19,185.0,185.0,6,5.55,10.55,1.9,0.4,5.191428571428571,11.802857142857144,2.27,1.8657142857142857,0.3585714285714285,-1.2528571428571436,-0.3700000000000001,-1.4657142857142855,0.348562613528346
2000-09-20,185.0,183.5,6,1.1,7.5,2.65,0.0,5.211428571428572,11.891428571428571,2.35,1.8814285714285712,-4.111428571428572,-4.3914285714285715,0.2999999999999998,-1.8814285714285712,0.9646591263558498
2000-09-21,185.0,183.75,6,-0.85,8.05,1.9,0.65,4.41,10.978571428571428,2.2928571428571427,0.9885714285714288,-5.26,-2.928571428571427,-0.3928571428571428,-0.3385714285714287,0.8566936587300996
2000-09-22,185.0,186.25,6,3.35,5.85,2.5,5.6,3.951428571428572,10.187142857142858,2.1585714285714284,1.0928571428571427,-0.6014285714285719,-4.337142857142858,0.3414285714285716,4.507142857142857,0.8511611921772279
2000-09-25,185.0,186.25,3,-1.1,9.45,0.9,0.0,4.061428571428571,11.167142857142858,1.7957142857142858,1.262857142857143,-5.161428571428571,-1.7171428571428589,-0.8957142857142858,-1.262857142857143,0.9560462212225422
2000-09-26,190.0,190.0,3,3.35,12.5,1.45,0.0,3.724285714285714,11.501428571428573,1.9228571428571428,0.1985714285714285,-0.3742857142857141,0.9985714285714272,-0.4728571428571428,-0.1985714285714285,0.258196490097518
2000-09-27,190.0,190.5,3,1.95,11.95,1.2,0.0,3.7142857142857144,11.372857142857145,1.9585714285714284,0.0942857142857142,-1.7642857142857145,0.5771428571428547,-0.7585714285714285,-0.0942857142857142,0.4211099175423468
2000-09-28,190.0,190.5,3,2.8,13.9,2.6,0.0,2.8957142857142855,10.874285714285715,1.9085714285714288,0.4614285714285714,-0.0957142857142856,3.025714285714285,0.6914285714285713,-0.4614285714285714,0.4763781192524985
2000-09-29,190.0,192.0,3,5.3,13.05,2.2,0.0,4.017142857142857,11.224285714285717,2.204285714285714,0.3228571428571428,1.282857142857143,1.825714285714284,-0.004285714285714,-0.3228571428571428,0.2934721570494897
2000-10-02,190.0,192.0,3,2.2,10.0,0.8,1.4,3.46,10.117142857142856,2.112857142857143,1.6942857142857142,-1.2599999999999998,-0.1171428571428556,-1.312857142857143,-0.2942857142857142,0.5013721283869038
2000-10-03,190.0,195.25,3,2.5,6.65,1.4,5.2,3.3771428571428572,9.795714285714286,2.23,1.4828571428571429,-0.8771428571428572,-3.145714285714286,-0.8300000000000001,3.717142857142857,0.8493506490126554
2000-10-04,190.0,199.5,3,2.2,5.0,1.1,0.0,3.12,8.99,2.1114285714285717,3.067142857142857,-0.92,-3.99,-1.0114285714285716,-3.067142857142857,0.9199969632907036
2000-10-05,190.0,200.5,3,0.55,4.15,2.6,0.0,3.532857142857143,9.555714285714286,2.3400000000000003,1.0642857142857145,-2.982857142857143,-5.405714285714286,0.2599999999999998,-1.0642857142857145,0.8682751308118667
2000-10-06,190.0,199.5,3,-1.95,2.2,2.4,0.0,2.9885714285714284,8.911428571428571,2.5614285714285714,1.72,-4.938571428571429,-6.711428571428571,-0.1614285714285714,-1.72,1.180071612855061
2000-10-09,190.0,199.5,3,-1.1,7.5,2.45,0.0,2.2485714285714287,9.247142857142856,1.9314285714285713,0.8742857142857142,-3.3485714285714288,-1.7471428571428564,0.5185714285714289,-0.8742857142857142,0.6592316089539937
2000-10-10,190.0,197.5,3,0.0,9.15,2.95,0.0,1.981428571428571,9.39,2.1457142857142855,0.1857142857142857,-1.981428571428571,-0.2400000000000002,0.8042857142857147,-0.1857142857142857,0.4331849773284751
2000-10-11,190.0,199.75,3,2.2,10.0,3.2,0.0,2.5614285714285714,9.515714285714289,2.4357142857142855,0.39,-0.3614285714285712,0.4842857142857113,0.7642857142857147,-0.39,0.308315466202348
2000-10-12,190.0,200.5,3,4.7,11.1,2.6,0.0,1.9085714285714288,8.24,2.224285714285714,1.1728571428571428,2.7914285714285714,2.859999999999999,0.3757142857142859,-1.1728571428571428,0.6830874369805042
2000-10-13,190.0,204.0,3,3.6,10.55,1.35,0.25,1.7642857142857142,7.775714285714285,2.33,0.6371428571428571,1.835714285714286,2.774285714285716,-0.98,-0.3871428571428571,0.6886079994455564
2000-10-16,190.0,204.0,2,0.55,6.1,1.45,1.4,1.362857142857143,7.784285714285714,1.9485714285714288,1.0157142857142858,-0.812857142857143,-1.6842857142857142,-0.4985714285714289,0.3842857142857141,0.3759094722716755
2000-10-17,203.25,203.25,2,0.0,9.7,0.85,0.0,1.3857142857142857,7.872857142857143,2.367142857142857,0.9957142857142858,-1.3857142857142857,1.8271428571428563,-1.517142857142857,-0.9957142857142858,0.7615246760209808
2000-10-18,203.25,202.0,2,0.85,12.8,1.05,0.0,1.4757142857142858,7.7785714285714285,2.3,0.4757142857142857,-0.6257142857142858,5.021428571428572,-1.2499999999999998,-0.4757142857142857,0.8387006114338507
2000-10-19,203.25,203.0,10,6.1,14.15,2.7,0.0,1.4071428571428573,7.832857142857142,1.9885714285714284,0.0585714285714285,4.692857142857142,6.3171428571428585,0.7114285714285717,-0.0585714285714285,1.1433961027946806
2000-10-23,200.75,200.75,10,6.95,7.8,0.95,0.5,1.1828571428571428,7.027142857142857,2.162857142857143,1.5714285714285714,5.767142857142858,0.7728571428571431,-1.2128571428571429,-1.0714285714285714,1.0055113836215106
2000-10-25,200.75,199.5,10,8.05,10.3,3.35,0.15,0.6214285714285716,6.6728571428571435,2.2214285714285715,0.48,7.428571428571429,3.6271428571428577,1.1285714285714286,-0.3299999999999999,1.3109405054059078
2000-10-26,200.75,198.0,10,5.3,10.0,2.35,0.0,0.1657142857142856,6.390000000000001,2.28,0.5128571428571428,5.134285714285714,3.609999999999999,0.0700000000000002,-0.5128571428571428,0.8274067931140926
2000-10-27,200.75,196.25,1,3.35,5.55,2.25,0.0,0.1042857142857143,6.0128571428571425,2.505714285714286,0.71,3.245714285714286,-0.4628571428571426,-0.2557142857142858,-0.71,0.4619491970075082
2000-10-30,196.0,196.0,1,2.5,6.95,1.2,0.0,-0.3242857142857143,5.288571428571428,2.3457142857142856,0.3314285714285714,2.8242857142857143,1.661428571428572,-1.1457142857142857,-0.3314285714285714,0.7297367083841574
2000-11-02,196.0,202.25,1,1.95,5.55,3.5,0.0,-0.6642857142857143,5.42,2.3442857142857143,0.2285714285714285,2.6142857142857143,0.1299999999999999,1.1557142857142857,-0.2285714285714285,0.5804541622675058
2000-11-06,196.0,209.5,1,-0.3,2.2,3.45,2.8,-1.372857142857143,4.758571428571429,2.12,0.2771428571428571,1.072857142857143,-2.5585714285714287,1.33,2.5228571428571427,0.860831129941173
2000-11-07,196.0,211.25,1,-2.8,-0.3,4.0,2.9,-1.4885714285714289,4.6328571428571435,2.162857142857143,0.1414285714285714,-1.311428571428571,-4.932857142857143,1.8371428571428572,2.7585714285714285,1.230419697123167
2000-11-08,196.0,213.5,1,-4.45,-2.2,2.6,0.0,-0.8042857142857143,4.941428571428571,2.21,0.0357142857142857,-3.645714285714286,-7.1414285714285715,0.3900000000000001,-0.0357142857142857,1.0254743520790963
2000-11-09,196.0,211.25,1,-4.7,-2.5,2.55,0.0,-0.9514285714285714,5.041428571428571,2.23,0.57,-3.7485714285714287,-7.541428571428571,0.3199999999999998,-0.57,1.0903674803149537
2000-11-13,196.0,208.75,1,-3.35,-1.1,3.95,0.15,-1.6157142857142857,4.27,2.2285714285714286,0.4057142857142857,-1.7342857142857144,-5.369999999999999,1.7214285714285715,-0.2557142857142856,1.0789968981342268
2000-11-14,196.0,208.0,313,-7.2,-3.35,1.6,0.0,-1.602857142857143,3.8042857142857143,2.157142857142857,0.1842857142857143,-5.597142857142857,-7.154285714285715,-0.5571428571428569,-0.1842857142857143,1.2635396927485003
2000-11-15,208.75,208.5,357,-8.05,-1.4,1.35,4.45,-2.1942857142857144,3.82,2.082857142857143,0.6928571428571428,-5.855714285714287,-5.22,-0.7328571428571431,3.757142857142857,1.4557792201638895
2000-11-16,207.5,208.25,637,-4.45,-2.8,3.6,0.15,-1.9228571428571428,3.962857142857142,2.3457142857142856,0.4042857142857143,-2.5271428571428576,-6.762857142857142,1.2542857142857144,-0.2542857142857143,1.1401476315553756
2000-11-17,208.5,209.25,475,-8.35,-2.8,1.4,0.0,-2.13,3.0985714285714288,2.3242857142857143,0.3628571428571428,-6.22,-5.898571428571429,-0.9242857142857144,-0.3628571428571428,1.3315212549935649
2000-11-20,211.0,212.25,593,-9.15,-5.3,2.4,0.0,-2.6028571428571428,3.06,2.1542857142857144,0.3614285714285714,-6.547142857142857,-8.36,0.2457142857142855,-0.3614285714285714,1.3797191343584616
2000-11-21,210.5,210.25,289,-9.7,-2.5,0.5,0.0,-2.9971428571428573,2.612857142857143,2.36,0.0571428571428571,-6.702857142857142,-5.112857142857143,-1.86,-0.0571428571428571,1.5396006149460386
2000-11-22,210.5,210.25,396,-8.9,-3.35,0.95,0.0,-2.95,2.774285714285714,2.0285714285714285,0.2314285714285714,-5.95,-6.124285714285714,-1.0785714285714283,-0.2314285714285714,1.3560485480976303
2000-11-24,211.0,210.75,357,-6.95,1.4,0.3,0.0,-3.25,2.5342857142857143,2.337142857142857,0.6142857142857143,-3.7,-1.1342857142857143,-2.037142857142858,-0.6142857142857143,1.02917802877795
2000-11-27,211.25,212.5,139,-5.3,0.55,1.65,0.0,-3.919999999999999,1.5842857142857143,2.2457142857142856,0.8785714285714286,-1.3800000000000008,-1.0342857142857145,-0.5957142857142856,-0.8785714285714286,0.4401317992826721
2000-11-28,210.5,209.75,218,-5.3,1.4,3.35,0.25,-4.102857142857142,1.882857142857143,2.0914285714285716,0.74,-1.1971428571428575,-0.4828571428571431,1.2585714285714285,-0.49,0.5259745673348392
2000-11-29,207.75,207.5,65,-2.5,-1.1,3.8,0.15,-3.7071428571428577,1.56,2.2985714285714285,0.4871428571428571,1.2071428571428575,-2.66,1.5014285714285711,-0.3371428571428571,0.7571781823928941
2000-11-30,205.0,205.0,6,-3.05,-1.1,2.9,2.9,-3.6628571428571424,1.052857142857143,2.355714285714286,0.6342857142857142,0.6128571428571425,-2.152857142857143,0.544285714285714,2.2657142857142856,0.5543851260410056
2000-12-01,208.25,209.0,1,-6.4,-0.85,2.75,0.9,-3.7928571428571423,1.481428571428571,2.157142857142857,0.4257142857142857,-2.607142857142858,-2.331428571428571,0.592857142857143,0.4742857142857143,0.6268888308466699
2000-12-04,210.0,210.0,3,-7.8,0.55,3.55,0.0,-4.804285714285714,0.6228571428571429,2.2357142857142858,0.3657142857142857,-2.9957142857142856,-0.0728571428571428,1.314285714285714,-0.3657142857142857,0.6643468588801192
2000-12-18,211.5,215.5,1,-9.7,-5.3,4.65,0.0,-5.784285714285714,-0.8814285714285713,2.11,0.0985714285714285,-3.9157142857142855,-4.418571428571428,2.5400000000000005,-0.0985714285714285,1.4109330998821084
2000-12-21,218.0,218.0,773,-11.4,-7.8,4.7,0.0,-5.752857142857143,-1.0842857142857143,2.474285714285714,0.4899999999999999,-5.647142857142858,-6.715714285714285,2.225714285714286,-0.4899999999999999,1.7041009913434355
2000-12-26,220.25,220.0,501,-8.35,-4.7,1.15,0.0,-5.461428571428572,-0.8157142857142856,2.1685714285714286,0.4385714285714285,-2.888571428571428,-3.8842857142857143,-1.018571428571429,-0.4385714285714285,0.890651145324259
2000-12-27,218.0,220.25,23,-8.05,-4.15,1.55,0.25,-5.308571428571429,-0.4128571428571428,2.005714285714286,0.3485714285714285,-2.741428571428572,-3.7371428571428575,-0.4557142857142857,-0.0985714285714284,0.6875291078557607
2000-12-28,221.0,221.0,23,-6.4,-2.2,4.4,1.15,-5.527142857142857,-0.1714285714285714,2.2114285714285717,0.4028571428571428,-0.8728571428571437,-2.028571428571429,2.1885714285714286,0.7471428571428571,0.8912519835821378
2000-12-29,221.0,222.5,23,-6.95,-4.15,2.5,0.0,-5.731428571428571,-1.4685714285714286,2.2314285714285713,0.8928571428571429,-1.2185714285714289,-2.6814285714285715,0.2685714285714287,-0.8928571428571429,0.4724410644546193
2001-01-02,221.0,222.5,1466,-8.35,0.0,2.15,0.0,-6.640000000000001,-1.3914285714285717,1.9928571428571429,0.2814285714285714,-1.709999999999999,1.3914285714285717,0.157142857142857,-0.2814285714285714,0.3354813867052428
2001-01-16,219.0,218.5,957,-6.95,-2.8,1.65,0.0,-6.795714285714285,-1.44,2.44,0.1885714285714285,-0.1542857142857148,-1.36,-0.79,-0.1885714285714285,0.3515517981085971
2001-01-17,216.0,216.25,519,-8.9,-3.35,1.2,0.0,-7.140000000000001,-1.792857142857143,2.36,0.4228571428571429,-1.7599999999999998,-1.5571428571428572,-1.16,-0.4228571428571429,0.6337253668914627
2001-01-18,217.5,218.75,940,-9.45,-0.55,3.25,0.0,-7.1414285714285715,-1.2,2.49,0.3314285714285714,-2.308571428571428,0.6499999999999999,0.7599999999999998,-0.3314285714285714,0.4962665033865219
2001-01-19,218.25,218.5,519,-12.5,-9.15,1.5,0.0,-6.774285714285714,-1.8857142857142857,2.1414285714285715,0.3157142857142857,-5.725714285714286,-7.264285714285714,-0.6414285714285715,-0.3157142857142857,1.3172423245844276
2001-01-22,215.0,214.5,940,-9.15,-0.3,1.3,0.0,-6.054285714285714,-1.0214285714285714,2.4014285714285712,0.1657142857142857,-3.095714285714286,0.7214285714285713,-1.1014285714285712,-0.1657142857142857,0.6536277415977796
2001-01-23,215.75,216.5,134,-6.4,-1.65,1.4,0.0,-6.347142857142857,-1.3857142857142857,2.355714285714286,0.2414285714285714,-0.0528571428571433,-0.2642857142857142,-0.955714285714286,-0.2414285714285714,0.3016648759162128
2001-01-24,214.0,214.25,270,-11.1,-5.0,1.35,0.0,-6.485714285714286,-1.3014285714285714,2.192857142857143,0.3014285714285714,-4.614285714285714,-3.698571428571429,-0.842857142857143,-0.3014285714285714,0.977410309896628
2001-01-25,215.0,214.5,217,-11.65,-1.1,2.8,0.0,-6.274285714285714,-1.5157142857142856,2.367142857142857,0.2928571428571428,-5.375714285714286,0.4157142857142855,0.4328571428571428,-0.2928571428571428,0.6702593530562888
2001-01-26,213.5,214.0,270,-6.95,-0.55,4.0,0.0,-6.19,-0.3042857142857142,2.424285714285714,0.2071428571428571,-0.7599999999999998,-0.2457142857142858,1.575714285714286,-0.2071428571428571,0.5293032226816374
2001-01-29,209.5,208.75,481,-1.4,-0.3,2.65,9.0,-6.609999999999999,-1.6457142857142857,2.3457142857142856,0.3014285714285714,5.209999999999999,1.3457142857142856,0.3042857142857142,8.698571428571428,1.3510863067559562
2001-01-30,208.25,208.75,640,-2.2,-0.55,3.15,3.95,-6.594285714285714,-1.5514285714285716,2.0,0.1828571428571428,4.394285714285714,1.0014285714285716,1.15,3.767142857142858,1.090255947638843
2001-01-31,209.25,208.5,263,-6.65,-2.2,1.9,0.0,-5.5,-0.5585714285714286,2.017142857142857,0.3114285714285714,-1.1500000000000004,-1.6414285714285717,-0.117142857142857,-0.3114285714285714,0.2955886683330391
2001-02-01,209.0,208.5,304,-12.8,-3.9,3.1,0.0,-6.135714285714286,-0.7057142857142857,2.017142857142857,0.1928571428571428,-6.664285714285715,-3.194285714285714,1.0828571428571432,-0.1928571428571428,1.18206263892229
2001-02-02,211.0,211.5,146,-14.15,-6.1,1.45,0.0,-6.098571428571428,-0.6985714285714285,2.12,0.1585714285714285,-8.051428571428573,-5.401428571428571,-0.6700000000000002,-0.1585714285714285,1.376424465363545
2001-02-05,213.0,213.0,126,-5.3,0.55,0.6,0.0,-5.428571428571429,-0.0128571428571428,1.887142857142857,0.3342857142857142,0.128571428571429,0.5628571428571428,-1.287142857142857,-0.3342857142857142,0.4291244910193232
2001-02-06,211.75,211.5,266,-7.5,-0.85,0.65,0.0,-5.501428571428572,0.0114285714285713,1.9471428571428573,0.1285714285714285,-1.998571428571428,-0.8614285714285713,-1.2971428571428572,-0.1285714285714285,0.6131058450124008
2001-02-07,213.5,214.0,398,-4.45,-2.5,3.3,0.25,-6.121428571428571,-0.58,2.277142857142857,0.1885714285714285,1.6714285714285708,-1.92,1.022857142857143,0.0614285714285715,0.5900631335295413
2001-02-08,212.0,211.25,266,-6.95,-2.8,3.15,0.15,-6.587142857142857,-0.7157142857142856,2.032857142857143,0.2628571428571428,-0.362857142857143,-2.084285714285714,1.117142857142857,-0.1128571428571428,0.5116333386612703
2001-02-09,210.0,210.25,154,-11.65,-6.95,3.75,0.0,-5.844285714285714,-0.8214285714285714,2.4985714285714287,0.1614285714285714,-5.805714285714286,-6.128571428571429,1.2514285714285711,-0.1614285714285714,1.3839766166372998
2001-02-12,210.0,209.75,441,-6.4,-2.2,1.6,0.0,-6.451428571428572,-0.7528571428571428,2.164285714285714,0.1485714285714285,0.0514285714285716,-1.4471428571428575,-0.5642857142857141,-0.1485714285714285,0.2854299051652334
2001-02-14,209.75,210.25,445,-9.45,-6.1,2.1,0.25,-5.984285714285714,-0.4971428571428571,2.5114285714285716,0.68,-3.4657142857142853,-5.602857142857142,-0.4114285714285715,-0.43,0.9201960569202592
2001-02-15,212.5,213.5,179,-10.0,-4.15,1.65,0.0,-6.337142857142857,-0.9671428571428572,2.28,0.26,-3.662857142857143,-3.1828571428571433,-0.6299999999999999,-0.26,0.7870823360147665
2001-02-16,212.0,213.0,196,-8.9,-5.55,3.65,0.0,-6.091428571428571,-0.2842857142857142,2.3457142857142856,0.1342857142857142,-2.8085714285714296,-5.265714285714286,1.3042857142857145,-0.1342857142857142,1.0485286319995857
2001-02-20,212.0,212.5,341,-9.45,-4.45,2.4,0.0,-4.430000000000001,1.1257142857142857,2.42,0.6842857142857143,-5.019999999999999,-5.575714285714286,-0.02,-0.6842857142857143,0.976599663003152
