Date,Open,High,Low,Close,Volume,Sentiment,US Federal Funds Rate,1 Mo,3 Mo,6 Mo,1 Yr,2 Yr,3 Yr,5 Yr,7 Yr,10 Yr,20 Yr,30 Yr,Corn_open,Corn_close,Corn_volume,Tmin,Tmax,Awnd,Prcp,Tmin_avg,Tmax_avg,Awnd_avg,Prcp_avg,Tmin_dev,Tmax_dev,Awnd_dev,Prcp_dev,Combined_dev
2017-01-13,34.25795914725883,34.43888486619926,34.08490146001465,34.26582717895508,2164800.0,1.5007111942395566,0.66,0.52,0.53,0.61,0.82,1.21,1.48,1.9,2.2,2.4,2.71,2.99,357.5,358.5,168019.0,-9.1,-3.85,1.95,0.25,-7.075714285714286,-1.85,2.0628571428571427,0.2814285714285714,-2.024285714285714,-2.0,-0.1128571428571427,-0.0314285714285714,0.3826808329439207
2017-01-14,34.25795914725883,34.43888486619926,34.08490146001465,34.26582717895508,2164800.0,1.5007111942395566,0.66,0.52,0.53,0.61,0.82,1.21,1.48,1.9,2.2,2.4,2.71,2.99,357.5,358.5,168019.0,-9.1,-3.85,1.95,0.25,-7.075714285714286,-1.85,2.0628571428571427,0.2814285714285714,-2.024285714285714,-2.0,-0.1128571428571427,-0.0314285714285714,0.3826808329439207
2017-01-15,34.25795914725883,34.43888486619926,34.08490146001465,34.26582717895508,2164800.0,1.5007111942395566,0.66,0.52,0.53,0.61,0.82,1.21,1.48,1.9,2.2,2.4,2.71,2.99,357.5,358.5,168019.0,-9.1,-3.85,1.95,0.25,-7.075714285714286,-1.85,2.0628571428571427,0.2814285714285714,-2.024285714285714,-2.0,-0.1128571428571427,-0.0314285714285714,0.3826808329439207
2017-01-16,34.25795914725883,34.43888486619926,34.08490146001465,34.26582717895508,2164800.0,1.5007111942395566,0.66,0.52,0.53,0.61,0.82,1.21,1.48,1.9,2.2,2.4,2.71,2.99,357.5,358.5,168019.0,-9.1,-3.85,1.95,0.25,-7.075714285714286,-1.85,2.0628571428571427,0.2814285714285714,-2.024285714285714,-2.0,-0.1128571428571427,-0.0314285714285714,0.3826808329439207
2017-01-17,34.43888624754119,35.19405827960294,34.28156161660435,35.15472412109375,4411700.0,2.0411271005868907,0.66,0.52,0.55,0.62,0.8,1.17,1.42,1.84,2.14,2.33,2.66,2.93,359.0,365.5,317614.0,-6.05,0.3,1.35,0.0,-7.140000000000001,-1.792857142857143,2.36,0.4228571428571429,1.0900000000000007,2.092857142857143,-1.0099999999999998,-0.4228571428571429,0.575026904621139
2017-01-18,35.19406405433087,35.57164863192926,35.16259792267048,35.359256744384766,2989300.0,1.2515285313129425,0.66,0.48,0.53,0.63,0.82,1.23,1.51,1.93,2.24,2.42,2.74,3.0,364.5,365.0,210570.0,-4.1,3.6,1.85,0.0,-7.1414285714285715,-1.2,2.49,0.3314285714285714,3.041428571428572,4.8,-0.6400000000000001,-0.3314285714285714,0.8693102788675876
2017-01-19,35.367119586278996,35.42218381288629,34.82434235224625,35.00526809692383,2834900.0,1.7827825099229813,0.66,0.47,0.52,0.62,0.83,1.25,1.53,1.97,2.28,2.47,2.77,3.04,364.0,366.25,167428.0,0.85,1.65,2.35,0.0,-6.774285714285714,-1.8857142857142857,2.1414285714285715,0.3157142857142857,7.624285714285714,3.5357142857142856,0.2085714285714286,-0.3157142857142857,1.0736185551084454
2017-01-20,35.138992367332925,35.563776088552316,34.81647206065341,35.18619155883789,2395300.0,1.2117038145661352,0.66,0.46,0.5,0.62,0.82,1.2,1.5,1.95,2.28,2.48,2.79,3.05,366.0,369.75,199859.0,1.4,2.2,2.4,0.0,-6.951428571428572,-2.144285714285714,2.0,0.4942857142857143,8.351428571428572,4.344285714285714,0.3999999999999999,-0.4942857142857143,1.2719392321308285
2017-01-21,35.138992367332925,35.563776088552316,34.81647206065341,35.18619155883789,2395300.0,1.2117038145661352,0.66,0.46,0.5,0.62,0.82,1.2,1.5,1.95,2.28,2.48,2.79,3.05,366.0,369.75,199859.0,1.4,2.2,2.4,0.0,-6.951428571428572,-2.144285714285714,2.0,0.4942857142857143,8.351428571428572,4.344285714285714,0.3999999999999999,-0.4942857142857143,1.2719392321308285
2017-01-22,35.138992367332925,35.563776088552316,34.81647206065341,35.18619155883789,2395300.0,1.2117038145661352,0.66,0.46,0.5,0.62,0.82,1.2,1.5,1.95,2.28,2.48,2.79,3.05,366.0,369.75,199859.0,1.4,2.2,2.4,0.0,-6.951428571428572,-2.144285714285714,2.0,0.4942857142857143,8.351428571428572,4.344285714285714,0.3999999999999999,-0.4942857142857143,1.2719392321308285
2017-01-23,35.09965484388694,35.1861851789022,34.714205352532005,35.17045211791992,1973300.0,-0.1841693595051766,0.66,0.46,0.51,0.59,0.79,1.16,1.43,1.88,2.19,2.41,2.72,2.99,369.5,369.5,145747.0,-0.5,0.0,1.5,0.0,-6.347142857142857,-1.3857142857142857,2.355714285714286,0.2414285714285714,5.847142857142857,1.3857142857142857,-0.8557142857142859,-0.2414285714285714,0.9022225200865328
2017-01-24,35.20980401307671,35.76044946875908,35.08394245184443,35.131141662597656,3245100.0,0.275137335062027,0.66,0.5,0.51,0.62,0.81,1.21,1.49,1.94,2.27,2.47,2.78,3.05,369.25,363.25,198152.0,-0.8,0.0,3.35,3.95,-6.485714285714286,-1.3014285714285714,2.192857142857143,0.3014285714285714,5.685714285714286,1.3014285714285714,1.157142857142857,3.648571428571429,1.2268357604328628
2017-01-25,35.31991826609212,35.75256698411488,35.29631717184643,35.555908203125,3367800.0,1.102654054760933,0.66,0.48,0.5,0.61,0.82,1.23,1.52,1.99,2.33,2.53,2.84,3.1,363.25,366.25,144569.0,-1.9,-0.8,3.6,1.8,-6.274285714285714,-1.5157142857142856,2.367142857142857,0.2928571428571428,4.374285714285714,0.7157142857142855,1.232857142857143,1.5071428571428571,0.9112898971946044
2017-01-26,35.437911368960975,35.6660362727439,34.997397624579946,35.044593811035156,2577600.0,0.7727261707186698,0.66,0.49,0.51,0.62,0.82,1.21,1.49,1.95,2.3,2.51,2.82,3.08,366.0,363.75,115941.0,-4.65,-1.9,3.05,0.0,-6.19,-0.3042857142857142,2.424285714285714,0.2071428571428571,1.54,-1.5957142857142856,0.6257142857142859,-0.2071428571428571,0.4563137472204466
2017-01-27,35.052462218907806,35.319918281199435,34.832202343578025,35.02099609375,2054700.0,1.982827946543693,0.66,0.49,0.52,0.63,0.82,1.22,1.48,1.94,2.28,2.49,2.8,3.06,363.25,362.5,131330.0,-6.9,-0.8,3.3,0.0,-5.967142857142857,-0.6257142857142857,2.3214285714285716,0.3014285714285714,-0.9328571428571432,-0.1742857142857143,0.9785714285714282,-0.3014285714285714,0.3865933654877903
2017-01-28,35.052462218907806,35.319918281199435,34.832202343578025,35.02099609375,2054700.0,1.982827946543693,0.66,0.49,0.52,0.63,0.82,1.22,1.48,1.94,2.28,2.49,2.8,3.06,363.25,362.5,131330.0,-6.9,-0.8,3.3,0.0,-5.967142857142857,-0.6257142857142857,2.3214285714285716,0.3014285714285714,-0.9328571428571432,-0.1742857142857143,0.9785714285714282,-0.3014285714285714,0.3865933654877903
2017-01-29,35.052462218907806,35.319918281199435,34.832202343578025,35.02099609375,2054700.0,1.982827946543693,0.66,0.49,0.52,0.63,0.82,1.22,1.48,1.94,2.28,2.49,2.8,3.06,363.25,362.5,131330.0,-6.9,-0.8,3.3,0.0,-5.967142857142857,-0.6257142857142857,2.3214285714285716,0.3014285714285714,-0.9328571428571432,-0.1742857142857143,0.9785714285714282,-0.3014285714285714,0.3865933654877903
2017-01-30,35.013129711005995,35.07606196428538,34.36808911876728,34.714210510253906,2572700.0,-0.3350520022213459,0.66,0.49,0.51,0.63,0.81,1.22,1.48,1.94,2.28,2.49,2.82,3.08,361.5,357.75,185498.0,-1.05,3.35,3.25,0.0,-6.594285714285714,-1.5514285714285716,2.0,0.1828571428571428,5.5442857142857145,4.901428571428571,1.25,-0.1828571428571428,1.2612940845857004
2017-01-31,34.75354184702527,34.871538322143884,34.07703512466522,34.816471099853516,5041100.0,-0.844400092959404,0.56,0.5,0.52,0.64,0.84,1.19,1.46,1.9,2.24,2.45,2.78,3.05,358.5,359.75,144840.0,-1.05,1.1,3.4,0.0,-5.5,-0.5585714285714286,2.017142857142857,0.3114285714285714,4.45,1.6585714285714288,1.382857142857143,-0.3114285714285714,0.9420304769222428
2017-02-01,34.98952903246726,35.04459324963278,34.289424270698724,34.4310188293457,2486200.0,-0.7208233848214151,0.66,0.5,0.51,0.65,0.83,1.22,1.49,1.93,2.27,2.48,2.8,3.08,360.0,368.25,238049.0,-5.5,-1.05,3.45,0.0,-6.135714285714286,-0.7057142857142857,2.017142857142857,0.1928571428571428,0.6357142857142861,-0.3442857142857143,1.4328571428571433,-0.1928571428571428,0.4863665388513449
2017-02-02,34.509685629661895,34.71421246355321,34.21076641209022,34.60408401489258,3624000.0,1.2955980314873157,0.66,0.5,0.52,0.64,0.84,1.21,1.48,1.92,2.27,2.48,2.8,3.09,367.5,367.5,161840.0,-5.8,-3.0,2.9,0.0,-6.098571428571428,-0.6985714285714285,2.12,0.1585714285714285,0.298571428571428,-2.3014285714285716,0.7799999999999998,-0.1585714285714285,0.436428119365299
2017-02-03,34.75354362367842,34.918736296669366,34.541151758072125,34.60408401489258,3292400.0,1.2965732440352438,0.66,0.49,0.51,0.63,0.82,1.21,1.49,1.93,2.27,2.49,2.82,3.11,365.75,365.25,131487.0,-7.75,-2.15,2.0,0.0,-6.41,-0.9385714285714286,2.3657142857142857,0.2985714285714286,-1.34,-1.2114285714285713,-0.3657142857142856,-0.2985714285714286,0.3439127260446677
2017-02-04,34.75354362367842,34.918736296669366,34.541151758072125,34.60408401489258,3292400.0,1.2965732440352438,0.66,0.49,0.51,0.63,0.82,1.21,1.49,1.93,2.27,2.49,2.82,3.11,365.75,365.25,131487.0,-7.75,-2.15,2.0,0.0,-6.41,-0.9385714285714286,2.3657142857142857,0.2985714285714286,-1.34,-1.2114285714285713,-0.3657142857142856,-0.2985714285714286,0.3439127260446677
2017-02-05,34.75354362367842,34.918736296669366,34.541151758072125,34.60408401489258,3292400.0,1.2965732440352438,0.66,0.49,0.51,0.63,0.82,1.21,1.49,1.93,2.27,2.49,2.82,3.11,365.75,365.25,131487.0,-7.75,-2.15,2.0,0.0,-6.41,-0.9385714285714286,2.3657142857142857,0.2985714285714286,-1.34,-1.2114285714285713,-0.3657142857142856,-0.2985714285714286,0.3439127260446677
2017-02-06,34.682753597432594,34.8872774733744,34.45462861985365,34.627689361572266,3890600.0,0.4386196434497832,0.66,0.48,0.53,0.62,0.79,1.16,1.43,1.86,2.19,2.42,2.76,3.05,364.0,363.75,123030.0,-3.0,2.2,1.6,0.0,-5.501428571428572,0.0114285714285713,1.9471428571428573,0.1285714285714285,2.501428571428572,2.188571428571429,-0.3471428571428572,-0.1285714285714285,0.5126106670119978
2017-02-07,33.79385247222953,35.43792040353031,32.83415942675258,35.07606887817383,7474400.0,-1.2308295627590269,0.66,0.51,0.53,0.63,0.8,1.16,1.43,1.85,2.17,2.4,2.74,3.02,363.75,368.5,201065.0,-5.5,-0.5,3.6,0.0,-6.121428571428571,-0.58,2.277142857142857,0.1885714285714285,0.621428571428571,0.0799999999999999,1.322857142857143,-0.1885714285714285,0.4337030493471899
2017-02-08,35.17045043580085,35.20978158598816,33.97476486530533,34.187156677246094,4308200.0,1.3453807570040224,0.66,0.52,0.54,0.63,0.79,1.15,1.4,1.81,2.14,2.34,2.68,2.96,368.0,370.75,215522.0,-7.15,-4.1,2.7,0.0,-6.587142857142857,-0.7157142857142856,2.032857142857143,0.2628571428571428,-0.5628571428571432,-3.384285714285714,0.6671428571428573,-0.2628571428571428,0.5267711835694168
2017-02-09,34.18716692235034,34.59621760858509,34.16356882532103,34.250099182128906,3120600.0,0.3279827088117599,0.66,0.51,0.54,0.64,0.8,1.2,1.46,1.88,2.2,2.4,2.74,3.02,369.5,369.5,302879.0,-7.45,-2.45,2.35,0.0,-5.844285714285714,-0.8214285714285714,2.4985714285714287,0.1614285714285714,-1.605714285714286,-1.6285714285714288,-0.1485714285714285,-0.1614285714285714,0.3334604717591655
2017-02-10,34.35235358112026,34.52541426439838,34.195028960803555,34.47821807861328,2355700.0,0.3279827088117599,0.66,0.51,0.55,0.64,0.81,1.2,1.47,1.89,2.22,2.41,2.75,3.01,368.5,374.5,258226.0,-2.75,7.5,1.5,0.0,-6.738571428571428,-0.7985714285714286,2.487142857142857,0.3671428571428571,3.988571428571429,8.298571428571428,-0.9871428571428572,-0.3671428571428571,1.337361570450729
2017-02-11,34.35235358112026,34.52541426439838,34.195028960803555,34.47821807861328,2355700.0,0.3279827088117599,0.66,0.51,0.55,0.64,0.81,1.2,1.47,1.89,2.22,2.41,2.75,3.01,368.5,374.5,258226.0,-2.75,7.5,1.5,0.0,-6.738571428571428,-0.7985714285714286,2.487142857142857,0.3671428571428571,3.988571428571429,8.298571428571428,-0.9871428571428572,-0.3671428571428571,1.337361570450729
2017-02-12,34.35235358112026,34.52541426439838,34.195028960803555,34.47821807861328,2355700.0,0.3279827088117599,0.66,0.51,0.55,0.64,0.81,1.2,1.47,1.89,2.22,2.41,2.75,3.01,368.5,374.5,258226.0,-2.75,7.5,1.5,0.0,-6.738571428571428,-0.7985714285714286,2.487142857142857,0.3671428571428571,3.988571428571429,8.298571428571428,-0.9871428571428572,-0.3671428571428571,1.337361570450729
2017-02-13,34.53328216991853,34.65127563472567,33.88824162649351,34.383819580078125,2979000.0,1.1598414045292884,0.66,0.5,0.52,0.63,0.82,1.2,1.48,1.92,2.24,2.43,2.77,3.03,373.5,375.5,243363.0,-0.5,4.45,2.1,0.0,-5.777142857142857,-0.2042857142857143,2.2471428571428573,0.4771428571428571,5.277142857142857,4.654285714285715,-0.1471428571428572,-0.4771428571428571,0.9434538891524082
2017-02-14,34.407419422767525,34.50967982172772,34.037699978108556,34.39955139160156,2734200.0,1.2405733168125153,0.66,0.51,0.54,0.66,0.84,1.25,1.53,1.98,2.29,2.47,2.81,3.07,375.0,374.25,182589.0,-0.8,3.6,2.95,0.0,-5.984285714285714,-0.4971428571428571,2.5114285714285716,0.68,5.184285714285714,4.097142857142857,0.4385714285714286,-0.68,0.983575542835929
2017-02-15,34.49395812765796,35.06820456102963,34.39169769499782,34.98167419433594,4061000.0,0.1351667549461125,0.66,0.53,0.54,0.67,0.86,1.27,1.57,2.01,2.33,2.51,2.84,3.09,374.0,378.75,234393.0,-2.45,3.05,1.5,0.0,-6.337142857142857,-0.9671428571428572,2.28,0.26,3.887142857142857,4.017142857142857,-0.7799999999999998,-0.26,0.9159251174385292
2017-02-16,35.068820869724995,35.298599237198104,34.78358219780364,34.942047119140625,4259700.0,-1.1877796072512865,0.66,0.51,0.53,0.66,0.82,1.22,1.5,1.95,2.26,2.45,2.8,3.05,378.0,373.5,202506.0,-1.6,7.5,0.55,0.0,-6.091428571428571,-0.2842857142857142,2.3457142857142856,0.1342857142857142,4.491428571428571,7.784285714285714,-1.7957142857142856,-0.1342857142857142,1.5409192431523837
2017-02-17,34.91827514452258,35.409523010253906,34.84696472671285,35.409523010253906,2809700.0,2.0206241756677623,0.66,0.5,0.53,0.66,0.82,1.21,1.48,1.92,2.23,2.42,2.78,3.03,373.25,368.25,190289.0,-1.35,7.8,1.4,0.0,-5.31,0.28,2.33,0.4985714285714285,3.959999999999999,7.52,-0.9300000000000002,-0.4985714285714285,1.2663212714992236
2017-02-18,34.91827514452258,35.409523010253906,34.84696472671285,35.409523010253906,2809700.0,2.0206241756677623,0.66,0.5,0.53,0.66,0.82,1.21,1.48,1.92,2.23,2.42,2.78,3.03,373.25,368.25,190289.0,-1.35,7.8,1.4,0.0,-5.31,0.28,2.33,0.4985714285714285,3.959999999999999,7.52,-0.9300000000000002,-0.4985714285714285,1.2663212714992236
2017-02-19,34.91827514452258,35.409523010253906,34.84696472671285,35.409523010253906,2809700.0,2.0206241756677623,0.66,0.5,0.53,0.66,0.82,1.21,1.48,1.92,2.23,2.42,2.78,3.03,373.25,368.25,190289.0,-1.35,7.8,1.4,0.0,-5.31,0.28,2.33,0.4985714285714285,3.959999999999999,7.52,-0.9300000000000002,-0.4985714285714285,1.2663212714992236
2017-02-20,34.91827514452258,35.409523010253906,34.84696472671285,35.409523010253906,2809700.0,2.0206241756677623,0.66,0.5,0.53,0.66,0.82,1.21,1.48,1.92,2.23,2.42,2.78,3.03,373.25,368.25,190289.0,-1.35,7.8,1.4,0.0,-5.31,0.28,2.33,0.4985714285714285,3.959999999999999,7.52,-0.9300000000000002,-0.4985714285714285,1.2663212714992236
2017-02-21,35.298602714920015,35.8136228275804,35.26690851852016,35.50461196899414,5068500.0,2.388899274519644,0.66,0.49,0.53,0.69,0.83,1.22,1.5,1.93,2.24,2.43,2.78,3.04,368.5,369.25,192463.0,-1.05,10.0,1.4,0.0,-4.73,0.7285714285714285,2.1399999999999997,0.4342857142857143,3.6800000000000006,9.271428571428572,-0.7399999999999998,-0.4342857142857143,1.326816939344177
2017-02-22,35.33028778847638,35.59175728494727,35.20351405813689,35.433292388916016,3271500.0,1.9478317052125929,0.66,0.47,0.52,0.68,0.82,1.22,1.49,1.92,2.23,2.42,2.78,3.04,369.25,371.0,167704.0,0.55,8.6,2.35,0.0,-4.547142857142857,0.4714285714285714,2.2214285714285715,0.55,5.097142857142857,8.128571428571428,0.1285714285714285,-0.55,1.209976234911375
2017-02-23,35.49668115033707,35.8690803413122,35.25105872439554,35.72645950317383,3290900.0,1.6718739997595546,0.66,0.39,0.51,0.66,0.81,1.18,1.44,1.87,2.2,2.38,2.75,3.02,370.5,365.5,176305.0,-1.35,0.85,4.05,2.9,-4.927142857142857,0.1142857142857143,2.47,0.81,3.577142857142857,0.7357142857142857,1.5799999999999996,2.09,0.9777261679789716
2017-02-24,35.52839162921266,35.86117172241211,35.44915913726779,35.86117172241211,2371300.0,0.7420995533466338,0.66,0.4,0.52,0.65,0.8,1.12,1.38,1.8,2.12,2.31,2.69,2.95,365.75,364.0,217648.0,-3.55,-1.05,4.85,0.0,-5.337142857142857,-0.0799999999999999,2.287142857142857,0.6642857142857143,1.7871428571428574,-0.9700000000000002,2.5628571428571427,-0.6642857142857143,0.983775974235076
2017-02-25,35.52839162921266,35.86117172241211,35.44915913726779,35.86117172241211,2371300.0,0.7420995533466338,0.66,0.4,0.52,0.65,0.8,1.12,1.38,1.8,2.12,2.31,2.69,2.95,365.75,364.0,217648.0,-3.55,-1.05,4.85,0.0,-5.337142857142857,-0.0799999999999999,2.287142857142857,0.6642857142857143,1.7871428571428574,-0.9700000000000002,2.5628571428571427,-0.6642857142857143,0.983775974235076
2017-02-26,35.52839162921266,35.86117172241211,35.44915913726779,35.86117172241211,2371300.0,0.7420995533466338,0.66,0.4,0.52,0.65,0.8,1.12,1.38,1.8,2.12,2.31,2.69,2.95,365.75,364.0,217648.0,-3.55,-1.05,4.85,0.0,-5.337142857142857,-0.0799999999999999,2.287142857142857,0.6642857142857143,1.7871428571428574,-0.9700000000000002,2.5628571428571427,-0.6642857142857143,0.983775974235076
2017-02-27,35.75815934887389,35.995859775850626,35.433301393416535,35.94831848144531,3026900.0,0.8635960817337036,0.66,0.44,0.5,0.68,0.81,1.2,1.46,1.87,2.18,2.36,2.72,2.98,364.25,360.25,227526.0,-3.3,3.35,2.15,0.0,-5.322857142857143,0.1871428571428571,2.225714285714286,0.0814285714285714,2.022857142857143,3.162857142857143,-0.075714285714286,-0.0814285714285714,0.4710267521820491
2017-02-28,36.05132456973595,37.57260978208641,35.97209209837291,37.216060638427734,8689600.0,1.1947812438011167,0.57,0.4,0.53,0.69,0.88,1.22,1.49,1.89,2.19,2.36,2.7,2.97,361.5,366.75,43455.0,0.0,2.5,2.35,0.0,-4.645714285714286,0.7914285714285714,2.3528571428571428,0.9128571428571428,4.645714285714286,1.7085714285714286,-0.0028571428571426,-0.9128571428571428,0.6407464840206458
2017-03-01,37.43789660734707,37.58843944210408,36.84364428024632,36.851566314697266,4033500.0,0.6810913848457856,0.66,0.46,0.63,0.79,0.92,1.29,1.57,1.99,2.29,2.46,2.81,3.06,366.25,375.75,11271.0,-3.3,0.0,3.0,0.75,-4.8271428571428565,1.1785714285714286,2.26,0.4128571428571428,1.5271428571428567,-1.1785714285714286,0.7400000000000002,0.3371428571428572,0.4620069463750134
2017-03-02,36.875362573517954,36.90705677709179,35.99586807076035,36.03548431396485,3393100.0,1.7062255833297966,0.66,0.52,0.67,0.84,0.98,1.32,1.6,2.03,2.32,2.49,2.84,3.09,375.0,372.75,10943.0,-5.25,-1.05,1.25,0.15,-5.522857142857143,0.5371428571428571,2.454285714285714,0.0628571428571428,0.2728571428571431,-1.5871428571428572,-1.2042857142857142,0.0871428571428571,0.4842644229998776
2017-03-03,36.075098760538935,36.22564470875431,35.68685536493452,35.813629150390625,3026900.0,0.0964941419661045,0.66,0.56,0.71,0.84,0.98,1.32,1.59,2.02,2.32,2.49,2.83,3.08,371.75,374.75,3999.0,-5.5,1.1,2.55,0.0,-4.831428571428571,1.042857142857143,2.204285714285714,0.0714285714285714,-0.668571428571429,0.0571428571428571,0.3457142857142856,-0.0714285714285714,0.1648573156392643
2017-03-04,36.075098760538935,36.22564470875431,35.68685536493452,35.813629150390625,3026900.0,0.0964941419661045,0.66,0.56,0.71,0.84,0.98,1.32,1.59,2.02,2.32,2.49,2.83,3.08,371.75,374.75,3999.0,-5.5,1.1,2.55,0.0,-4.831428571428571,1.042857142857143,2.204285714285714,0.0714285714285714,-0.668571428571429,0.0571428571428571,0.3457142857142856,-0.0714285714285714,0.1648573156392643
2017-03-05,36.075098760538935,36.22564470875431,35.68685536493452,35.813629150390625,3026900.0,0.0964941419661045,0.66,0.56,0.71,0.84,0.98,1.32,1.59,2.02,2.32,2.49,2.83,3.08,371.75,374.75,3999.0,-5.5,1.1,2.55,0.0,-4.831428571428571,1.042857142857143,2.204285714285714,0.0714285714285714,-0.668571428571429,0.0571428571428571,0.3457142857142856,-0.0714285714285714,0.1648573156392643
2017-03-06,35.71853538657627,35.76607364817107,35.369905348084956,35.46498489379883,2469500.0,0.497173249721527,0.66,0.56,0.74,0.83,0.97,1.31,1.6,2.02,2.32,2.49,2.84,3.1,375.5,372.75,3707.0,-0.25,11.1,5.35,0.25,-3.5971428571428574,2.0785714285714287,2.5942857142857143,0.3685714285714286,3.3471428571428574,9.02142857142857,2.7557142857142853,-0.1185714285714286,1.7920105000749804
2017-03-07,35.45706565003181,35.63138068300516,35.22728729248047,35.22728729248047,2362900.0,0.8733813017606733,0.66,0.55,0.76,0.87,1.02,1.32,1.62,2.05,2.34,2.52,2.85,3.11,373.0,369.5,4531.0,-0.25,5.0,4.2,0.0,-3.257142857142857,1.4214285714285717,2.7,0.2757142857142857,3.007142857142857,3.5785714285714283,1.5,-0.2757142857142857,0.993269476571534
